F,"Das #Mercosur-Abkommen birgt entgegen aller Unkenrufe die große Chance, Sozial- und Umweltstandards in den Mercosur-Staaten zu verbessern. Der nüchterne Blick auf die Zahlen entlarvt die verklärende Schwarzmalerei der Anti-Freihandelsakteure. @FNFreiheit  https://t.co/8EJ24jZhWa"
F,"Damit begründet Heiko Maas seine tatsächlich intendierte Politik auf dem selben unehrlichen, kommunikativen Niveau, auf dem China und andere autoritäre Staaten ihre Außenpolitik rechtfertigen. (2/2)"
F,"Wenn @HeikoMaas die Hilfe der #G7 für strukturschwache Länder damit begründet, er wolle #China etwas entgegensetzen, dann ist seine 'gemeinsame Strategie' vor allem eine Verhinderungsstrategie systemischer Wettbewerber, aber keine aufrichtige Unterstützung der Länder wegen. (1/2)"
F,RT @BWA_Vorstand: Das neue #Lieferkettengesetz wird unsere #Wirtschaft weiter schwächen und den Menschen in den betroffenen Ländern nicht h…
F,"Das Zusammenwirken der #G7 wird in der sich disrumpierenden Welt immer wichtiger. Gut, dass bei dem Treffen in London #G7UK auch das Problem 'strategische Desinformation' besprochen wird. Unter keinen Umständen darf das jedoch zu Lasten der Meinungs- und #Pressefreiheit  gehen."
F,"RT @Lambsdorff: Unser guter Freund Hans van Baalen, ein treuer Partner der @fdp, engagiert für #Europa als Vorsitzender der @ALDEParty, ist…"
F,100Tage #Biden: Er hat viel Gutes angeschoben und die #USA zurück zum Multilateralismus gebracht. Sein Kurs lässt aber auch eine gewisse Perpetuierung des Protektionismus erkennen. Die EU sollte auf Amerika zugehen: das transatlantische Bündnis durch Freihandelsabkommen stärken.
F,"Die EU darf sich in der Iran-Frage nicht länger wegducken, sondern muss mit klarer Haltung und konsentiert gegenüber dem #Iran auftreten. Der Konflikt mit unseren amerikanischen Freunden schürt  Unsicherheit und ist damit Gift für den globalen Handel. https://t.co/IoUXWlAJfF"
F,@miri_piri_la @Glasmerleperle @fdpbt https://t.co/kXGxIsp5t1
F,"@miri_piri_la @Glasmerleperle @fdpbt Haben Sie meinen offenen Brief an die Bundesminister gelesen? Darin erkläre ich, weshalb das #Lieferkettengesetz schlicht ungeeignet ist für den Schutz von Menschenrechten."
F,"@Glasmerleperle @fdpbt Im Gegenteil: Wir finden, dass Unternehmen, die Menschenrechte mit Füßen treten, strafrechtlich verfolgt werden müssen. 
Der aktuelle Gesetzentwurf bürdet Ihnen nur zusätzliche Bürokratie auf, mehr nicht."
F,"Heute debattiert der #Bundestag erneut das #Lieferkettengesetz. Wir sagen: Das Gesetz wird gerade für mittelständische und kleinere Unternehmen zum bürokratischen Supergau! Ein weiteres ""Gut-gemeint-Gesetz"" braucht niemand. TK @fdpbt 
https://t.co/1RosFkaC43"
F,"Ich bin den #Grünen ja dankbar, dass sie dem #Infektionsschutzgesetz nicht zustimmen - das Argument der Kollegin Maria Klein-Scheink (Grüne) in der laufenden Debatte, der Grund sei, dass die Verschärfungen zu spät kommen und man deshalb nicht zustimmen könne ist irgendwie schräg"
F,"In der Debatte zum #Infektionsschutzgesetz meint Ralph Brinkhaus (#CDU) gerade, der Entwurf sei geprägt vom Respekt vor dem Föderalismus 🤥 ...und im nächsten Satz sagt er quasi, dass ab einer Insidenz von 100 die Länder zu blöd sind das Infektionsgeschehen zu kontrollieren - 🤔"
F,"In einem offenen Brief an die Bundesminister Heil, Altmaier und Müller, erkläre ich, warum das #Lieferkettengesetz kein einiges Menschenleben schützt. Im Gegenteil: Substitutionseffekte werden mancherorts die Situation noch verschlimmern.@fdpbt #Freihandel https://t.co/yZxZ1FzLsx"
F,Wir wollen Deutschland liberaler und damit besser machen: @c_lindner und @Wissing stellen das wunderbare Wahlprogramm der @fdp vor. Sei #Live dabei auf https://t.co/SHmOXyrKj6  💛#vielzutun https://t.co/TUTzwvS8tY
F,"Heute startet die #Hannovermesse - Sie ist ein Musterbeispiel dafür, wie globale Vernetzung und Handel uns voranbringen, soziale Absicherung ermöglichen und unsere Wirtschaft nachhaltiger machen. TK 
https://t.co/Bs872OHzRJ"
F,"Ein grünes Bekenntnis zu #CETA wäre zwar eine kluge Entscheidung, momentan sieht es aber nicht so aus, als könnte sich Realpolitik bei den Grünen durchsetzen. 
Wer lebensnahe und vernunftgetragene Politik will, sollte daher lieber #FDP wählen. TK

https://t.co/IP0BmrMMND"
F,"#CETA wird der #EU helfen, die wirtschaftlichen Schäden der #Coronapandemie aufzufangen - die Ratifizierung ist längst überfällig! TK  https://t.co/pKQD78zjdr."
F,"Ein überfälliger richtiger Schritt im Rahmen der Aufarbeitung und der Statuierung als weltoffene Nation. TK
https://t.co/BfuHTMO6Xj"
F,"Die #Wirtschaft zeigt sich seit Beginn der #CoronaPandemie verantwortlich, @ManuelaSchwesig - Impfstoffentwicklung, Tests, Hygienekonzepte, etc.
Jetzt muss die Politik liefern und endlich das Impfdesaster in den Griff bekommen. TK https://t.co/dTdd1XiQhb"
F,"Wer seinen Unmut über Plan- und Kreativlosigkeit der #GroKo während der #CoronaPandemie wirkungsvoll zum Ausdruck bringen möchte und wer sich eine neue mutige und soziale Politik wünscht, der hat am 26. September die Mögllichkeit, #FDP zu wählen. #Osterlockdown #Servicetweet TK"
F,"#suchdasweite. #kulturweit der @unesco_de bietet jungen Menschen die Möglichkeit, sich sozial zu engagieren und ihr Fernweh zu stillen - das unterstütze ich gern! Austausch und Verständnis sind der Antrieb für internationalen Handel und Wohlstand. https://t.co/kxpgFfpTvG"
F,"Bei @IvecoDE setzt man auf #Innovation: @c_lindner, @EUTheurer, @OlliLuksic und mir wurde in #Ulm gezeigt, wie #Wirtschaft und #Klimaschutz zusammengedacht werden. Gasbetriebene Nutzfahrzeuge bieten eine saubere und zukunftsfähige Alternative zum #Diesel. https://t.co/9qA2A95EGW"
F,"RT @ElnetD: ""Europa krankt an der eigenen Arroganz, die nicht sehen will, wie sich der globale Handel weiterentwickelt."" In seinem Gastbeit…"
F,"Seit nunmehr 20 Jahren hofft #Europa auf #Mercosur. Je länger sich das Abkommen verzögert, umso mehr entsteht Raum für andere Akteure, die sich wenig um humanitäre und klimapolitische Aspekte kümmern. #Freihandel
https://t.co/ek7V10JlnF"
F,"Die Organklage der @Linksfraktion gegen #CETA wurde vom Bundesverfassungsgericht als unzulässig verworfen. Eine zukunftsbejahende Nachricht in schwierigen Zeiten. Jetzt bitte schnell ratifizieren, lieber Bundestag! @fdpbt #Freihandel"
F,"RT @OECDaufDeutsch: Fragt man Jugendliche nach ihrem Berufswunsch, stehen traditionelle Berufe ganz oben, nicht etwa Digital Data Officer o…"
F,"Heute feiern wir den 90. Geburtstag von einem großen Staatsmann, Michail #Gorbatschow.  Sein Vorbild erinnert uns daran, dass wir gemeinsam mehr erreichen können - Wirtschaft und #Menschenrechte stärken. Handelskriege müssen endlich der Vergangenheit angehören. #Freihandel TK"
F,"#Elektromobilität: #Europa in eine ""riskante Abhängigkeit von zweifelhaften Lieferanten der Rohstoffe begeben"" und unterstützt damit Umweltzerstörung und Menschenrechtsverletzung, schreibt die @welt.  Gut, dass die @fdpbt lieber technologieoffene Politik macht. TK @FDPBW"
F,"RT @fdpbt: Gökhan Gültekin 
Sedat Gürbüz 
Said Nesar Hashemi 
Mercedes Kierpacz 
Hamza Kurtović 
Vili Viorel Păun 
Fatih Saraçoğlu 
Ferhat…"
F,"Auf geht's in den politischen #Aschermittwoch. Meine Botschaft lautet: Habt keine Angst vor #Freihandel. Nutzen wir ihn, um Menschenrechte auf der ganzen Welt zu stärken!"
F,"Am heutigen #RedHandDay machen wir auf die unerträglichen Tatsache aufmerksam, dass auf dieser Welt immer noch Kindern als #Kindersoldaten missbraucht werden. Das ist ein Zustand, den wir @fdpbt niemals tolerieren werden."
F,"Das TBT-Komitee der @wto hat in den letzten zehn Jahren unnötige Handelskosten im Wert von 80 Mrd. EUR beseitigt, die sich auf die #EU-Exporte auswirken.💪Das ist eine tolle Entwicklung. Jetzt muss Europa selbst seinen Beitrag zum #Freihandel leisten. TK 
https://t.co/9JFan2p6mu"
F,"RT @mgg_bln: Kuchen zum Frühstück - nichts kann meine Laune heute trüben, nicht mal eine #regierungserklärung. 😋"
F,"Das Nichtfunktionieren der #Impfstrategie ist würde- und respektlos, stellt @rbrinkhaus richtigerweise fest. Einen Handlungsauftrag für die #GroKo leitet er daraus aber nicht ab.  Gut, dass @c_lindner ihm das abgenommen hat. #regierungserklärung"
F,"Wer in der #regierungserklärung verzweifelt nach Perspektiven gesucht hat, kriegt sie von der @fdpbt. @FDPBW  #lockdownverlaengerung https://t.co/QyRATb6aB7"
F,RT @fdpbt: Was bei der @fdpbt so auf der „Tagesordnung“ im #Bundestag steht? Das könnt ihr euch jetzt als wöchentliches Update in euer Post…
F,"Die Vorsichtsmaßnahmen sind richtig, aber wir müssen der #Corona-Pandemie aktiv begegnen, wenn wir aus ihr herauskommen wollen. Die #FDP hat dazu entlang der #Inzidenz einen #Stufenplan vorgelegt, der endlich Perspektiven schafft. 💪TK https://t.co/Df7Rgb3t2a"
F,"RT @theliberalfrank: #Freiheit und #Verantwortung, #Ökologie und effektive #Landwirtschaft. Wie bekommen wir das unter einen Hut und wo sch…"
F,"Die neue @wto -Chefin Ngozi Okonjo-Iweala hat Recht, wenn sie sagt: „Handel zieht die Entwicklungsländer aus der Armut heraus.“ Dafür brauchen wir aber den Abbau von Handelsschranken. Mehr Mut zum #Freihandel! TK
https://t.co/s80ReQ96fW"
F,"Damit Deutschland wieder attraktiv für #Familienunternehmen wird, braucht es mehr als noch ein „Gut-Gemeint-Gesetz“. Es braucht kluge Wirtschaftspolitik, die den sozialen Rückhalt der Gesellschaft stärkt. Mehr im #Ökonomenblog der @insm.⬇️@StiftungFamUnt 
https://t.co/S9DcBJ3emV"
F,RT @pitres: What #skills are needed to #BuildBackBetter? How can young people acquire them? Tku @justinanixon of @IBM Nick Chambers @Edu_Em…
F,"RT @economicssummit: Our ongoing @OECD #virtualWES seminar unites diverse speakers, addressing corporate social responsibility with IBM's @…"
F,"Bei der Beschaffung von #Impfstoff war die #EU zulange dem alten Blockdenken verfallen. Es ist längst überfällig, auch #SputnikV zu prüfen und mit #Russland über Impfstofflieferungen zu verhandeln. #Corona ist eine globale Herausforderung und fordert globale Lösungen. TK"
F,"Endlich diskutiert der Koalitionsausschuss über ein sinnvolles Instrument der Unternehmenshilfe. Ein steuerlicher #Verlustrücktrag sichert auch kleinen Unternehmen und dem Mittelstand Liquidität, ohne den Markt zu verzerren. Bitte @spdbt, macht mit! TK"
F,RT @a_watch: Die @fdpbt will die Gesetzgebung transparenter machen: In jedem Gesetzentwurf sollen die aktuelle Rechtslage sowie die Änderun…
F,"Der diplomatische Umgang mit #China ist viel erfolgsversprechender, wenn wir lernen, chinesische Sitten und kulturelle Gepflogenheiten in Gesprächen zu berücksichtigen. Die erforderliche Asien-Kompetenz viele deutscher Politiker scheint mir jedoch extrem ausbaufähig. @IWR_eV"
F,RT @nicole_ae_bauer: Gleich debattieren wir im #Bundestag den von der #FDP eingebrachten Gesetzesentwurf „zur Stärkung des Parlaments in ep…
F,Heute um 11.30 - International Lunch @IWR_eV zum Thema Handel mit #China. https://t.co/kLBydpxXVa
F,"Die politisch geschürten Ängste vor #CETA  und #Mercosur sind unbegründet. Europa braucht mehr Mut zum #Freihandel! TK 
#Wirtschaft, #Handel &amp; #Finanzen : #Studie: #Europäische #Agar-Exporte werden dank Freihandelsabkommen zunehmen https://t.co/rGU7I0xJHT"
F,Regierungserklärung zum #Jahreswirtschaftsbericht im @Bundestag oder: Wie man eine existentielle Krise schönredet. TK
F,"RT @fdpbt: Wir sind alle dazu angehalten den Anfängen zu wehren, uns immer daran zu erinnern, was geschehen ist und alles dafür tun, dass s…"
F,"RT @MohitYadavIFS: Happy to meet Hon’ble @AKulitz MdB @Bundestag today 20.01.2021 &amp; brief about #LargestVaccineDrive, #AatmaNirbharBharat a…"
F,"RT @c_lindner: ""Hinter verschlossenen Türen bereitet die #Bundeskanzlerin einen #MegaLockdown vor. Wir erwarten jetzt Informationen für die…"
F,"Der #Brexit wird die Ostseeregion noch lange beschäftigen. Wir müssen lernen, mit den veränderten Gegebenheiten umzugehen und neue Chancen darin zu sehen. TK #Europe #BalticSea"
F,"Mit unseren Partnern aus Polen, Estland, Lettland und Litauen sprechen wir über gemeinsame Potentiale und postpandemische Chancen der Ostsee-Region. #BalticSea - jetzt zuschalten! 
@EUSBSR @HWWIHamburg
 https://t.co/NyrACZBdcB https://t.co/Hxzii56ckC"
F,Aus der @cducsubt kommt die Forderung nach einer Vorsorgepflicht für Selbständige. Da fragt man sich: Haben die Kollegen das System Selbständig überhaupt verstanden? #Rente TK
F,"RT @c_lindner: ""Bis heute ist es unvermittelbar, dass Ski- und Rodelpisten besser kontrolliert werden, als der Zugang zu Alten- und Pflegeh…"
F,"Um Handel zu treiben, braucht man Partner. Das Investitionsabkommen #CAI zwischen der #EU und #China festigt unsere Partnerschaft und ist gerade während der #Corona-Pandemie ein wichtiges Signal für Stabilität und Fortschritt.  https://t.co/FtHeklIaQi"
F,Mehr Infos zur europäischen Strategie für die Ostsee-Region gibt's übrigens bei @EUSBSR. #BalticSea https://t.co/t156JfdYro
F,"#savethedate: morgen, am 14. Januar, spreche ich mit Vertretern Polens und der Baltischen Staaten über die Zukunft der #BalticSea Region nach #Corona. Es geht um den #GreenDeal, #Freihandel und andere handelspolitische Fragen. @fdpbt 
Hier registrieren: https://t.co/fadNkGEQuP https://t.co/FSRBoCHWii"
F,"Deutschland liefert 'unterdurchschnittliche Resultate' und 'bürokratische Lasten', zeigt der Länderindex #Familienunternehmen.
Das ist kein akzeptabler Zustand! 2021 wollen wir mehr liberale Ideen wagen und Deutschland damit familienfreundlich machen. Packen wir es an! TK https://t.co/l35LcZvdGR"
F,"Egal wie man zu #NordStream2 politisch steht: Dass die die rote Landesregierung in Mecklenburg Vorpommern solche Tricks wie eine landeseigene Stiftung nutzen muss um Sekundärsanktionen zu entgehen ist ein Armutszeugnis. TK
https://t.co/O2v2iO0daR"
F,"RT @c_lindner: ""Auch in der Pandemie halten wir fest an den Werten, die uns ausmachen: an dem Einsatz für Grundrechte und  #Freiheit!"" TL #…"
F,Besondere Zeiten erfordern liberale Antworten. #3k21 #Freiheit TK
F,"Beim #3k21 erklärt @c_lindner, warum wir mehr liberale Politik brauchen. Man macht Deutschland nicht stark, wenn man diejenigen belastet, die Verantwortung übernehmen - Steuererhöhungen führen nicht aus der Krise, sondern verhindern Wachstum und Innovation! TK #Freiheitsliebe"
F,"RT @ria_schroeder: Du willst, dass 2021 besser wird? Dann mach mit in unserer Demokratie und sei selbst die Veränderung! 🚀 https://t.co/NjE…"
F,"Für das neue Jahr wünsche ich mir, dass Europa dem aufflammenden Protektionismus mutig die Stirn bietet und auch #CETA endlich ratifiziert – in der globalisierten Welt kommt nur voran, wer zusammenhält. Das hat uns zuletzt die Coronapandemie ganz deutlich vor Augen geführt. TK"
F,"Beide sind zunehmend entscheidend für das Wohlergehen der deutschen Wirtschaft und damit auch unserer sozialen Absicherung. Dass China bei der Menschenrechtsfrage bereit ist auf Europa zuzugehen, zeigt: wir können es uns leisten, auf europäische Standards zu bestehen. (2/3)"
F,"Die bevorstehende Einigung mit Peking ist eine hoffnungsfrohe Nachricht zum Abschluss dieses auch handelspolitisch schwierigen Jahres. #CAI verbessert nicht nur das ökonomische, sondern auch die politische Klima zwischen #China und #Europa . (Thread 1/3) https://t.co/OULP2PKw7V"
F,RT @C_Rosselli: 🚀No better way to end the year than a lively discussion on how the #MEDialogue can keep growing and serving its members of…
F,"#Iran. Die Entscheidung ist ein Bekenntnis zu #Freiheit und #Menschenrechte|n, erzielt die entsprechende Wirkung aber nur, wenn die #EU auch morgen dazu steht. Das Schlimmste für den Handel ist die Unsicherheit, die das bisherige Hin und Her verursacht. https://t.co/x5VX3Clm3j"
L,"RT @Linksfraktion: 100 Milliarden #Sondervermögen für Aufrüstung? Wir haben bessere Ideen! Für Investitionen in soziale #Gerechtigkeit, #Bi…"
L,"Seine Entschuldigung dafür ist nicht glaubwürdig. Denn dieses Kommunikationswirrwarr reiht sich in eine lange Liste von unverständlichen und realitätsfernen Entscheidungen ein, die mehr von Überforderung zeugen als von politischem Verantwortungsbewusstsein. (2/2)"
L,"Die #Corona-Politik von Gesundheitsminister Karl #Lauterbach ist ein Desaster. Zuerst die Aufhebung der #Isolationspflicht ab Mai zu verkünden und dann in einer Talkshow die Kehrtwende zu beschließen, ist höchst unprofessionell &amp; sorgt zu Recht für Unmut in der Bevölkerung. (1/2) https://t.co/ImPmTiBTSg"
L,"RT @phoenix_de: Es gebe ""keine Anhaltspunkte dafür, dass ein solches #Embargo dazu führen würde, dass der Krieg früher beendet wird"", so Am…"
L,RT @Linksfraktion: .@Amira_M_Ali: „Die #Stromrechnung frisst immer größere Löcher in die Taschen der Bürger:innen. Wenn der Staat beim #Str…
L,"Während Millionen Menschen unter den explodierenden Preisen leiden &amp; jeden Euro umdrehen müssen, rät #Lindner heute in Marie Antoinette Manier, man solle doch Geld anlegen - ""#Aktienkultur"". 
Herr Lindner, für Sie ist das bestimmt eine Option, aber für viele in diesem Land nicht!"
L,"Das #Entlastungspaket ist ein Tropfen auf den heißen Stein. Die Kostenexplosion bei Strom, Sprit und anderen Energieträgern lässt sich nicht mit einer Einmalzahlung von 100-300€ ausgleichen. Außerdem ist unklar, ob #Rentner und #Studierende etwas von dem Geld sehen werden. 2/2"
L,"Die Stromrechnung frisst immer größere Löcher in die Taschen der Bürger:innen. Wenn der Staat beim #Strompreis alle Mittel ausschöpfen würde, hätte eine dreiköpfige Familie pro Jahr über 360€ mehr zur Verfügung. 1/2
https://t.co/KezjZ6hEDc"
L,Ich wünsche allen Musliminnen und Muslimen einen guten Fastenmonat! #Ramadan
L,Eine temporäre #Mehrwertsteuersenkung auf #Energie und Kraftstoffe sowie eine Aussetzung der #Energiesteuer würde die Menschen spürbar entlasten! (4/4)
L,"Für viele Menschen auf dem Land ist das aber noch keine Lösung. Denn wo kein Bus &amp; keine Bahn kommt, hilft eine Vergünstigung nicht. Deshalb müssen auch die #Spritpreise sinken, damit der Arbeitsweg für Pendler, die aufs Auto angewiesen sind, nicht zum Lohnfresser wird. (3/4)"
L,"Das wäre nach Jahren des politischen Versäumnisses mal ein großer Schritt beim Thema #Verkehrswende. Das Modell soll aber nicht nach drei Monaten beendet werden. Der #ÖPNV muss generell kostenlos sein, nicht nur auf bestimmte Zeit. (2/4)"
L,"Endlich scheint auch die #Bundesregierung zu verstehen: Bus und Bahn muss günstiger werden! Das geplante 9€ #Monatsticket sorgt aber direkt für neues Chaos bei der Umsetzung. Einfacher ist es, den öffentlichen Nahverkehr direkt kostenlos zu machen. (1/4) https://t.co/iCbxxLDxIx"
L,RT @linke_sh: Das gute Leben für alle! ❤️ Mach's möglich mit Deiner Stimme für DIE LINKE am 8. Mai oder schon heute per Briefwahl. Mehr Gem…
L,RT @DieLinkeNRW: Ohne DIE LINKE im Landtag gibt es keine soziale Gerechtigkeit in Nordrhein-Westfalen. Unser neuer Wahlkampf-Spot bringt au…
L,"Skandal: Nach über 2 Jahren Pandemie ist erst ein Bruchteil des zugesagten Geldes für #Luftfilter in Niedersachsens Schulen &amp; Kitas angekommen. So darf es nicht weitergehen: Die Landesregierung muss ALLEN Schulen &amp; Kitas ermöglichen, Geld für Luftfilter beantragen zu können!"
L,"Erst ""Frieren für die Freiheit"", jetzt #Özdemir: ""weniger Fleisch essen gegen Putin"". 

Weniger Fleisch essen ist gut. Trotzdem ist es zynisch, in einer so ungleichen Gesellschaft von oben herab Konsumverzicht zu predigen. Spaltung statt Zusammenhalt scheint das Motto zu sein."
L,"Pendler entlasten - jetzt! Wir fordern, die #Mehrwertsteuer auf Energie &amp; Kraftstoffe von 19 auf 7 % abzusenken &amp; die #Energiesteuer auszusetzen. Das würde spürbar &amp; sofort die Menschen an der Zapfsäule entlasten – deutlich stärker als es #Lindner mit 20ct pro Liter vorschlägt. https://t.co/0WjO80nVQV"
L,"RT @Linksfraktion: .@Amira_M_Ali: Zynisch - Für Aufrüstung macht Bundesregierung einfach mal 100 Mrd locker, aber wirksame Entlastungen für…"
L,"Interessant: Diejenigen, die von allen Menschen erwarten, jetzt ""für die Freiheit zu frieren"" sind meistens auch diejenigen, die niemals frieren müssen, weil sie genug Geld haben. #Gauck"
L,"Runter mit dem #Strompreis! Abschaffung EEG-Umlage ist gut, bringt einem Haushalt mit 1500 kWh Jahresverbrauch aber nur 33€ brutto. Das reicht nicht mal für eine kleine Tankfüllung. Deshalb: #Mehrwertsteuer absenken! #Lindner darf nicht länger eine Last für die Mehrheit sein."
L,"RT @DietmarBartsch: “Rekord”: 579.095 #Rentner sind auf #HartzIV angewiesen, mehr als doppelt so viele wie 2003, 56% davon Frauen. Die gese…"
L,RT @AbdelkarimsLP: Überraschende Erkenntnis: Man kann Putins Angriff verurteilen und gleichzeitig die hohen Spritpreise kritisieren. Es ist…
L,"Tobias Hans (#CDU) offenbart, wes Geistes Kind er ist, wenn er, zwischen ""Geringverdiener"" und ""die fleißigen Leute"" unterscheidet. 

Die Wahrheit ist: Viele, die wenig verdienen, sind wesentlich fleißiger als Tobias Hans. https://t.co/ansRcKspzc"
L,"RT @Linksfraktion: .@HeidiReichinnek: Nur, weil schon viel erreicht wurde, dürfen wir uns noch lange nicht zufriedengeben. Wir werden die #…"
L,"#Lindner: 100-Milliarden-Euro-Aufrüstung ist
""Investition in unsere Freiheit"".

Auch Lindner: #Mehrwertsteuersenkung auf Gas, Strom &amp; Sprit geht nicht. ""Der Staat kann nur das verteilen, was vorher an Wohlstand erwirtschaftet worden ist.""

Nein. Alles eine Frage des Willens."
L,"RT @blnensemble: am 7.3. laden wir zu einer Sonderausgabe von ""Friedman im Gespräch"" ein zum Krieg in der #Ukraine mit  @Amira_M_Ali von de…"
L,"RT @Linksfraktion: .@Amira_M_Ali: „Die Geschichte hat uns in großer Deutlichkeit gelehrt, dass Aufrüsten und #Waffenlieferungen nicht der W…"
L,RT @Linksfraktion: DIE LINKE. im #Bundestag verurteilt Putins völkerrechtswidrigen Angriffskrieg aufs Schärfste. @Amira_M_Ali: »Mit rein ga…
L,"RT @dieLinke: Komm zu unserer Friedenskundgebung: Freitag, 25.2. um 17.30 Uhr, Rosa-Luxemburg-Platz Berlin
#Ukraine #DieWaffenNieder https:…"
